Timestamp,Time,Latitude,Longitude,Altitude,Horizontal_Accuracy,Vertical_Accuracy
1764073684175211436,2025-11-25 17:58:04.173,23.535384667,87.300395000,84.10,0.009,0.050
1764073685154411751,2025-11-25 17:58:05.153,23.535384500,87.300384667,84.10,0.009,0.050
1764073686175017768,2025-11-25 17:58:06.173,23.535384167,87.300374167,84.10,0.009,0.050
1764073687175215564,2025-11-25 17:58:07.173,23.535383500,87.300363667,84.00,0.009,0.050
1764073688175484230,2025-11-25 17:58:08.173,23.535382500,87.300353333,84.00,0.009,0.050
1764073689153310933,2025-11-25 17:58:09.151,23.535381500,87.300342833,84.00,0.009,0.050
1764073690173811599,2025-11-25 17:58:10.171,23.535380667,87.300332333,84.00,0.009,0.050
1764073691154018451,2025-11-25 17:58:11.151,23.535379667,87.300321833,84.00,0.009,0.050
1764073692173974561,2025-11-25 17:58:12.172,23.535378833,87.300311333,84.00,0.009,0.050
1764073693153522468,2025-11-25 17:58:13.151,23.535377833,87.300300667,84.10,0.009,0.050
1764073694154680004,2025-11-25 17:58:14.153,23.535377000,87.300290167,84.10,0.009,0.050
1764073695154241522,2025-11-25 17:58:15.152,23.535376167,87.300279667,84.10,0.009,0.050
1764073696174240337,2025-11-25 17:58:16.172,23.535375333,87.300269000,84.10,0.009,0.050
1764073697153675651,2025-11-25 17:58:17.151,23.535374500,87.300258500,84.20,0.009,0.050
1764073698174645632,2025-11-25 17:58:18.172,23.535373333,87.300247833,84.20,0.009,0.050
1764073699152787594,2025-11-25 17:58:19.151,23.535372333,87.300237167,84.20,0.009,0.050
1764073700175008501,2025-11-25 17:58:20.173,23.535371500,87.300226667,84.30,0.009,0.050
1764073701153098223,2025-11-25 17:58:21.151,23.535370333,87.300216167,84.30,0.009,0.050
1764073702174345074,2025-11-25 17:58:22.172,23.535369333,87.300205833,84.30,0.009,0.050
1764073703154924295,2025-11-25 17:58:23.153,23.535368333,87.300195500,84.30,0.009,0.050
1764073704175206665,2025-11-25 17:58:24.173,23.535367667,87.300185000,84.30,0.009,0.050
1764073705153979757,2025-11-25 17:58:25.152,23.535367167,87.300174667,84.30,0.009,0.050
1764073706174251831,2025-11-25 17:58:26.172,23.535366667,87.300164333,84.30,0.009,0.050
1764073707153812349,2025-11-25 17:58:27.152,23.535366333,87.300153833,84.30,0.009,0.050
